contact_uuid,"NPS Question: Based on your experience on your current or most recent assignment, how likely would you be to
recommend [brand] to a friend or colleague?",Comment,Com_code v2,Labels,Class_Label
t7739986d08594fb98beb83d199586262,10,Adecco just has been one of the better staffing companies I've been too .... !!,Good customer service/experience,pos,1
t582ec1943a704f1b9f0dce2421d2ddfd,9,I have had a reasonably good experience with Adecco,Good customer service/experience,pos,1
t17bc6296e1ca41ee9765db97a4c9ae0f,10,Adecco is a great company to work for. Pays more than other temporary employers.,Appropriate pay ,pos,1
te438c83744034357b6a94eb9a27a399e,10,Adecco overall is an amazing company to work for. They are always friendly and constantly keep you updated on job postings. Also the employees of Adecco go out of their way to help you in my way they can.,Helpful/caring staff,pos,1
t8628a873a2174a408f08879e2492e776,10,Being treated well,Helpful/caring staff,pos,1
te55c093a116f40849dc4aa15ef90e5e7,10,They are honest and true.,Professional staff,pos,1
td3bcfdbb7b404e54a4df64b61d3da2a2,10,Because they do a good job and manage their work well.,Good customer service/experience,pos,1
t2928622004bb4879a521187f225acc9b,10,I was well informed on everything in the process,Good communication,pos,1
t6454aa9d93724c91a7ea11f13e972118,10,I am very satisfied with Adeco snd treatment from their side.,Good customer service/experience,pos,1
te3330c7b088249c99bbbfe4ef9527fba,10,Honesty,Professional staff,pos,1
te0f590a7e1bf4776813ab8d695486a0a,9,I didn't have much contact with Adecco once I started the job.,Lack of Responsiveness,neg,0
t99201e4bf98641628a93feaf72dfee51,9,Friendly people,Helpful/caring staff,pos,1
t496bd2995a5946b89ed48bf5aa1b0eff,10,I really liked working with this company they were very professional,Professional staff,pos,1
tdaa3887bc5a74e4fa5660d310b7de1c2,9,They appear to be concerned with your input and opinions,Helpful/caring staff,pos,1
t7887d106f28749d59663b2fbad1daad0,10,I’ve had a great experience.,Good customer service/experience,pos,1
tc088e046e267443b8891e89a016dfea0,10,They are accurate to my experience,Good customer service/experience,pos,1
t68870ca4b33b4e39afb378a4835aac56,10,Very good working environment,Good customer service/experience,pos,1
t96a3d996da4a403281f80db52689e85e,10,I love my job and I like the peoples at my job and they treat me like I'm in they family I love Erie steel factory,Good match of skills and position,pos,1
te1c92dc3402047e3b16db7f80735885f,10,Great place,Good customer service/experience,pos,1
t597bec7c552748d0be62d208cc4db7ca,9,I have been with Adecco over 3 years and enjoyed most of the jobs. My present job is very rewarding.,Good customer service/experience,pos,1
t1d4739f5a7d4458aa79cfdb6bc142c81,10,This was the best temporary employment I ever experienced. I felt at ease and if I should need this company again I shall return.,Good customer service/experience,pos,1
tc157a2cc8e7a4fcc93a48f5fc5d3f537,10,My experience has been a positive one.,Good customer service/experience,pos,1
t7f9a0504f93d4b39ad986c335338658f,10,"I had a very good experience working for Adecco, and I would see no issue recommending them to a friend.",Good customer service/experience,pos,1
t98b029f37cca471986746a66598ce26d,10,I am satisfied with how I was treated by the client and Adecco.,Good customer service/experience,pos,1
t30761dfb6a474683aef29a35022f41bb,10,"Jennifer is a fantastic case manager who is extremely intelligent, thoughtful and very professional. She is quick to get back with you if you leave a voicemail asking a question. She does a great job representing Adecco.",Professional staff,pos,1
t6ef117e070e3464cba8854a99bdb5fdf,10,Because I enjoy the assignment that I am on,Good match of skills and position,pos,1
t283e7a4a1eca4de7965b0a2f751966d7,10,My experience was great and would differently us them again if needed.,Good customer service/experience,pos,1
t4e96fb50626c45e989e8d1f607f86355,10,Great experience so far,Good customer service/experience,pos,1
t774b006d9dc3429abb36e4502d298220,10,It’s a best stuffing company. Offer very nice job opportunity.,Good jobs available,pos,1
tafa6367729cf401bb43ead4a009d7af0,10,"I get a lot of support and feedback on my work from my manager, so even though I marked that I haven’t gotten feedback from adecco I don’t think my work has been negatively effected or stagnant due to lack of guidance in the slightest.",Good communication,pos,1
t7e62ae2ffedf4f8bbda14a0f4ecea5f5,9,I enjoyed my assignment through Adecco.  I found the staff to be very professional and friendly,Professional staff,pos,1
t557d6a7414424051b9f93d0261cd2c6a,10,good place too work and appreciate all staff that has helped me too do better and show the  proper way of doing each job and letting me know i am doing good job.,Helpful/caring staff,pos,1
td3dbfe1f04904e2c9c44a4728abbbf9c,10,Cause yall found me a job quick,Found me a job,pos,1
t824b8f31cd204f90b0eafdef8b1be533,10,"Because they’ve always made sure I was ok and comfortable where I was place. Also if I ever had a problem they have gotten to it ASAP , had answers for me in just a few minutes. All thanks  to Laura and Kevin! They were such a great help.",Helpful/caring staff,pos,1
t343af79141284159a82417dd78af771b,10,When I was sick at work and had to go to the hospital dawn was there with me and helped me,Helpful/caring staff,pos,1
ta3765d7e18104e6192f7134ea2fa9450,10,I am satisfied with Adecco and all it has done for me,Good customer service/experience,pos,1
t94347f09c26d4ceca56b6ec28ecb92d0,10,I like Adecco. It is so professional.,Professional staff,pos,1
te93857396f1c4256ad0685a071b1045e,10,"This being my first job , I realize Addecc is very good and you feel like you have no worries.",Good customer service/experience,pos,1
tfa4b69c2bf184f1e9ca76ea768e0192f,10,Everyone at Adecco has been very helpful through out the entire time that i have been at Hellofresh,Helpful/caring staff,pos,1
t84a23d219a054cdfb7be9571f23483e9,10,I have had a good experience working through Adecco and have been treated very professionally.,Professional staff,pos,1
t8040b342477c4701b035c7fd3aff2a10,10,Adecco is a great Staffing to work for... They almost on point with the jobs they have.,Good jobs available,pos,1
tb5d3055589f5403d8d817b9896aec7e7,10,Adecco has been the most professional temp agency I've worked with. You really put Ranstad and other agencies to shame.,Professional staff,pos,1
ted6a47b8ed5643748dabf8006deaf497,9,The people at Parkersburg WV Adecco office (Barb and Ryan) are great. They were very responsive in answering any questions or concerns during my time as an Adecco temp.,Helpful/caring staff,pos,1
t23fa4323806a4a249c6bf0e8cce596b8,10,Natalie is amazing to work with.  I constantly recommend Adecco because of her.,Professional staff,pos,1
tc1183303191442a6809d3a2e729452f0,10,Great company,Good customer service/experience,pos,1
ta2f8dd5b24a64dacbfa7d47c5223dbe6,9,I love the staffing on my shift. Very hands on,Helpful/caring staff,pos,1
tf12a551d7ff14431aecb2b641397203c,10,Everyone is just so great and helpful,Helpful/caring staff,pos,1
t273b47617d9544799f5ef25fe3325404,10,Great company to work for.,Good customer service/experience,pos,1
t34f8d7ec8d56495fbdcdefeee3e53ba1,10,Two people that are mostly work with Amanda call Natalie have always been wonderful. They contact me when a job is available and make sure that everything is going good,Helpful/caring staff,pos,1
te94bfda8b25245b78cad0ae67410a7a5,10,"Other than the initial contact, everything went smoothly with my current assignment that we didnt need to contact each other. But I knew I could contact them at anytime if there were problems.",Professional staff,pos,1
t5273a834b9194aeb9a92d2d7fb7fe4a7,10,I was treated very kind and they were always there to answer any questions I had.,Helpful/caring staff,pos,1
t5674528fb05d483586b172ddf702141f,10,Adecco has always been good to me. I’ve not had any issues any time I have worked through them.,Good customer service/experience,pos,1
t15b6d7cecb4c435fa62987fe783dc6fe,10,Great service.,Good customer service/experience,pos,1
t54d6995058e848db91a28e3596a21d43,10,I enjoy working with Adecco. Charlotte is great.,Helpful/caring staff,pos,1
t015f24d0ffb047bbb1e5b65cb2c35db4,10,Very much liked my experience with adecco,Good customer service/experience,pos,1
tb69c8bc33f84473989a14d53f7ccca16,10,I like to work with adecco.  Better work and better  life.,Good customer service/experience,pos,1
t14dd9ac81c32494f88d55a3c6d8b426b,10,Barb has been a big help and any time i call she is rightsb there to help.,Helpful/caring staff,pos,1
t0968e0139470498ebd8b2bc79468236d,10,I greatly appreciate olsten staffing,Good customer service/experience,pos,1
t3e2ca3e50fb64efb8e4d733ac7ceff98,10,I love the patience and empathy and care Adecco staff shows,Helpful/caring staff,pos,1
t96640a46e4604e0e9a5a4111bcabd6e4,10,It's a great company to work for,Good customer service/experience,pos,1
t8381fcb24c294ddba0eb80ed17d45e36,10,Very satisfied with adecco!,Good customer service/experience,pos,1
ta375978662c24b90949908984ab67086,9,Well my recruiter got to know me.It is unclear though to me how best to communicate  with Adecco when i have issues related to my current assignment.,Helpful/caring staff,pos,1
ta2cf7fec7710447c861fcc789d3b026c,10,I have been treated excellent throughout my time with Adecco. I would love to see more benefits for being a contractor though such as PTO.,Good customer service/experience,pos,1
te265070faee740e6ab24981c8e725ad7,10,I actually love adecco they are really professionals,Professional staff,pos,1
t5585d03a4a9543ae8bb88e8ede50021e,10,Good company,Good customer service/experience,pos,1
t6c9334c8f0b3408fa490de545dc4a822,10,Thank you for reaching out to me for the position with BOA.,Good communication,pos,1
ta31f7ecde65b42b9a2a7a225359b179d,10,They provided excellent service.,Good customer service/experience,pos,1
td58cfde1d6ce430880b7288429189473,10,Keeping me Workin,Found me a job,pos,1
ta30d9447752c4da4b77792174ee03734,10,No primary reason. Just glad to have obtained the experience I did through the job I was given,Good customer service/experience,pos,1
t6f87f90feed64ad68e30fe20efddae72,10,"I'm still fairly new in the part time position that Adecco placed me with, but so far all has gone very smoothly...all questions answered and details thoroughly addressed.",Good communication,pos,1
tf571e7e63aa348a3b69877a9ea824ec9,10,The.way Adeco treated all the candidates.,Good customer service/experience,pos,1
t4b990eb5e4b0492b8df199444f8066dc,10,I am very content working for Adecco,Good customer service/experience,pos,1
t286f224ddf3244f5be7938eef004434b,10,Catln rocks!!! She is great in every way!! Very responsive!!,Helpful/caring staff,pos,1
t9fd4928b151140ebb42771572a48371d,10,Adecco members are present and care about me as a person,Helpful/caring staff,pos,1
t46464d2fcb984e11ae7cd30713268fc2,10,They did a great job.,Good customer service/experience,pos,1
t4430503c732c44a4b44e924ce53e4e12,10,Adecco is a great company,Good customer service/experience,pos,1
t093bdb6f8aa344c68f192841b7c62130,9,"It's been a great place to work for. My site manager Amanda Pierce has been absolutely amazing to work with, she is very understanding and supportive. Couldn't ask for a better boss.",Helpful/caring staff,pos,1
t712a11e5525e48c58793d327cdff72d4,10,Marisa did a great job throughout the hiring process and answered questions anytime I had one. I had an overall good experience.,Helpful/caring staff,pos,1
t367c394b4be44743905cc09635fac47f,10,"Wonderful Staff, friendly and listened as well as answered my questions. Also understood the situation experienced.",Helpful/caring staff,pos,1
t95162b41b82841199f6b54524659a035,10,It has been a great experience working with Adecco.,Good customer service/experience,pos,1
td41e9278e07e481aac09fe53be6ea419,9,Everything through adecco was always well described and quick responses when I had any issue,Helpful/caring staff,pos,1
t7136f7d91c4c421190288ffb495d7813,10,More responsive and very respectful to their employees 🙏,Good customer service/experience,pos,1
tb8a7ddf4be374da5a4a60ea5b4f0a647,10,Great service and help with securing my current position.,Good customer service/experience,pos,1
t66948e1964c04a8383aa333a00d5512a,10,My entire experience with ADECCO has been great. The staff was been friendly and responsive to my needs and concerns.,Good customer service/experience,pos,1
tf7e218b87ce24e25a44aa85ef915d49a,10,Fairness on behalf of Tiffany and Dana,Professional staff,pos,1
t5db15832f2c24339a89abef949f4d83d,10,They helped Me get 2 where im at and going in Ctdi as we sprak.,Good customer service/experience,pos,1
tec96ce74bb4c4c1cbe09d9920ab3f29c,10,Adecco has helped me obtain employment I love and guided me to greater success,Found me a job,pos,1
t33f2c375565f4527abb4c64a3c15e859,10,Very professional,Professional staff,pos,1
t0b78cdaff7d649a881d8d044955fa073,10,"I had a few issues with processing my time and contacted Felix Jordan and he handle the situation. He is one awesome guy.
Thanks
Mary Reber",Helpful/caring staff,pos,1
t877236d6b7624fb1aa90241935b738d0,10,Adecco is always a pleasure to work with and provide proper and simple communication.,Good communication,pos,1
t199b8201ab894c1f91ce33105f08a8c1,9,I mailed in a form that they were going to pay me for. I was supposed to receive a $100 check and I never got it and they didnt respond to my email asking about it.,Lack of Responsiveness,neg,0
t929d4333cc6b433ca35dc3b1ce268550,9,I was let go from a assignment and was not given a chance to tell my side of the story,Poor communication,neg,0
ta6326273e01249178ab200d0a65b78eb,10,The company is very professional services,Professional staff,pos,1
tfb6456690c4443d5b4cbdce79521af3c,10,Katina was a very good representative for the company,Professional staff,pos,1
t558283175836423283af6981d8492bcc,10,I’m very happy with my job,Good match of skills and position,pos,1
tc36a6433c6744305812eecbdf91f61f4,10,"Everyone with ADECCO has been  courteous, caring, and professional.",Professional staff,pos,1
taf9bb6ee2a9040e7be0485698bdbb9a4,10,"Adecco is capable of job placement. However, the opportunities Adecco provides are not that great.",Lack of good/appropriate jobs,neg,0
te09146fd3c5d4207b69953b2df99791a,10,Friendly and helping,Helpful/caring staff,pos,1
t001927eab1c940038743abbaf13e4623,9,I liked the job,Good match of skills and position,pos,1
t8dae7724f04c4f3ca43dd3a4da5831ee,9,Excellent company; professional and effecient,Professional staff,pos,1
t85ac5cb5dc0749288c9d926743c8b0c3,10,I received good outcomes with Adecco.,Good customer service/experience,pos,1
tf016ac57b5664c1298de63d7b5b06832,10,Amazing experience,Good customer service/experience,pos,1
tbd483e31e7b24b9984fb6f214bcbc472,10,Awesome place to go to for finding work..they help me with any concerns I have,Helpful/caring staff,pos,1
tf49f787b8f9f47be82d8b0b9f16bfb87,9,Really think you all are a good temp agency,Good customer service/experience,pos,1
ta83dad8caaae4f29bb486fc6098ad75e,9,"Positive experience with addecco, seamless and quick",Good customer service/experience,pos,1
t3598b92475994518b951c1762c1757a8,10,Olsten was fair to me,Good customer service/experience,pos,1
t877de869e0e340fcb5416214a2ad759e,9,Great opportunity,Good customer service/experience,pos,1
tfa7c72cc6616463d8799ed338cf86e52,10,Good position,Good match of skills and position,pos,1
t64708050a7684a4da8a2e49b18732776,10,All inquires were handled quickly and in a professional manner.,Good responsiveness ,pos,1
ta4991c46b60c46dea0cd66c76bd14aec,10,Laterrica Patterson and Ms.tonya Reed are the best!!!!!  Shelby drive,Helpful/caring staff,pos,1
t868f42e105bc4b1e9ca1d1dc68c793f8,10,Nice company to work for,Good customer service/experience,pos,1
td8642c539831480eae42ac64b8b7f745,10,Pretty good working environment :),Good customer service/experience,pos,1
tffc42680ce9e4269bfaaafbcdaad0204,10,I absolutely love my job,Good match of skills and position,pos,1
t2e5efe12d5d64ca28fd714dfe8c48486,10,Olsten is a great to work for.,Good customer service/experience,pos,1
ta106c84569da430ca3599d3825b69ac0,9,I was very pleased with the professionalism of the Adecco agent and the professional transition to and from my job at Energizer.,Professional staff,pos,1
tb7a28bdfe37b4782a8bf586819632d93,10,I loved my experience,Good customer service/experience,pos,1
te6fb7cb508b6411499f0e5e81d180420,10,Am happy working with adecco,Good customer service/experience,pos,1
t820b89516bc645b3ae7ce272d8f38834,10,I have been talked to in a respectable manner every time I have called or had a walk in,Professional staff,pos,1
t1b73a7b25fdd4dea9b0dce6fbba15115,10,I have a great experience,Good customer service/experience,pos,1
t1a8938d254c347648fe25454366c29c0,9,I've had a very positive experience.,Good customer service/experience,pos,1
t528479b4519f47ddb74dd4742504c65a,10,"Its an outstanding organization and I have a great recruiter, Ayanna Holmes who walked with me through the process and my assignments.",Helpful/caring staff,pos,1
tdc037a224ad04627a55978ee0b7b793c,10,Adecco agency always provided me job whenever I needed it .,Found me a job,pos,1
t0e1bb679142344d5a142e64a80096cce,10,Great agency,Good customer service/experience,pos,1
tbc51e9c0ea2f4ccc978344a7ae78ef52,10,I plan to use your services for my next job movement,Good customer service/experience,pos,1
td3a01bc1b30b405c85e2b059ced19157,10,"I am still working with Adecco, overall i like the response time",Good responsiveness ,pos,1
td35c88cd1ba14affb1ec39009299e566,10,Adecco is good employer,Good customer service/experience,pos,1
t165b5c04cf21419881f2b8efe705bc23,9,"Very patient, based on all the employees comeing  to him see him all at once.... 
Thank you...",Professional staff,pos,1
tc8b9fca277264af587ccd4de49caeb83,10,"I really enjoyed my assignment, they trained well. It was laid back and they treated us well.",Good customer service/experience,pos,1
t9955b34afc4144dd9c64aebc969d6bed,10,I just love my job and won’t be leaving soon,Good customer service/experience,pos,1
t42bc02b6fcde4e49b589f554cffaa163,10,I was pleasrd with the service.,Good customer service/experience,pos,1
t22c9e62a67094852834f6be712c9c993,9,Good response time. I had an issue appear towards the end of my time in my assignment and after a quick email they were able to solve the problem within a few days.,Good responsiveness ,pos,1
tbe0b9f8e6cad47408dbeb812c0ad0b7c,10,Great Company and Supervisor!,Good customer service/experience,pos,1
t02ad0924db9d40279efe95c0f24ded3c,10,Comfortable at work. Fellow employees and staff have made us feel welcome and inclusive both at work and in the community at large.,Good customer service/experience,pos,1
t6cbf31b45d67472ba2ea7eba8d0188f4,10,It is all true .. Alisha  is a wonderful person to work with...,Helpful/caring staff,pos,1
t30ebcd5ec8c34393b6d01780dacda5dc,10,Jose is very available and responsive. He gave a wonderful presentation about my assignment and job description.,Good responsiveness ,pos,1
t714caf04480649b4a2cbf1ae0f10dd6e,9,Great representative and great job! Deb Biathrow really does her job well!,Professional staff,pos,1
ta5039f35a90e4837bdb1e32e451d3d34,10,"Was a good experience, when I had problems they were handled well by your people. 

I have one last problem. I contributed to the 401k program and I would like to know how much is in my account. Please let me know who I need to call",Professional staff,pos,1
tf7ec50319f234aefbbc645d9c0d87f38,10,Easy and simple to come in as a model for Philips.,Good customer service/experience,pos,1
td7a229f063764e8dab3655be6920a701,10,Adecco has been great to me! I left one assignment and my liaison helped me find an even better opportunity. I couldn't be more grateful.,Good match of skills and position,pos,1
t940c3d25e1484d5c8b2bbb26927dd9ef,9,"Overall, I had a good experience with Adecco but have reservations about recommending to other colleagues due to the lack of sick days, PTO, and holidays the agency is able to provide.",Good customer service/experience,pos,1
t873a4381a0084cbca1892e6e4db26a36,10,"Good communication 
Caring",Good communication,pos,1
t9c0fc2e9a99843849edd4720ac09bf8f,10,Have always got answers to my questions and anything I asked they responded quickly and in a friendly manner.,Good communication,pos,1
tae5f8af3387e4702b08635854692a0f2,10,Elana from the brownsburg office is the bomb!. She always has answers for me if she doesnt know she will find someone who does know amd get back with me in a timely manner.,Helpful/caring staff,pos,1
t7416760fff844300bb89ec01a89c64f2,10,Great experience,Good customer service/experience,pos,1
td0185e5f293d47be9a5a54f777c68a41,10,Working with Adecco has been a good overall experience. I had a few recruiters and they were consistent in helping and adequately preparing me for the position I was being assigned.,Good customer service/experience,pos,1
t703e08a812a54fd3b8a22205bbc2432b,10,I Love this company. The main office associates are very friendly and professional.,Helpful/caring staff,pos,1
t4db3a3aa0c6342f58d96a71516846f17,10,Good people,Helpful/caring staff,pos,1
t3d69dd26431c4290b13d7ce05f944122,10,I had a good experience with adecco,Good customer service/experience,pos,1
tf65c2fd2d3e04f92a7711f9baeca15c3,10,"Had, no problems, with staff, or assignment.",Good customer service/experience,pos,1
t99e73474c7eb4596b9e6c2211bc27570,10,"I am happy with the communication, support and expectations of the assignment provided.",Good communication,pos,1
tc354a9f1940e46729095492d14dedcf3,9,Adecco is a very reliable company to work with,Good customer service/experience,pos,1
t4bdf3c836bd444449c5d646bb8d9493a,10,The services that Adecco provides is excellent. Anytime I've requested information I was provided with the best quality.,Good communication,pos,1
tb955c03a34a04fb6ad923d0e8507c08e,10,Good place to work,Good customer service/experience,pos,1
t2d79124647ba424daba3c942de84c921,10,"Good service! I needed a job, and was almost immediately placed with a good company.",Found me a job,pos,1
t5c5d6c90643047c3a21e942a0df39197,9,I have not experienced any issues with my current employment.  The hiring process went smoothly.  Jill is always available to speak to if needed.,Helpful/caring staff,pos,1
td841feb48e024069aa03cf429ecbaed7,10,Good customer service,Good customer service/experience,pos,1
tefd213bbe63447b2bbf3a85e86f6362e,10,I love adecco,Good customer service/experience,pos,1
t34e8ed586af04588b0ff0d6254a0e78f,9,"Adecco has been wonderfully communicative and, though I don't have a ton of experience with other temp agencies, I've so far found it unmatched in terms of level of personalized attention and friendly communication. I also feel very strongly positive about the option to seek health insurance through Adecco while on assignment—it's made temping and freelancing a long-term possibility for me!",Good communication,pos,1
t6a2c6907780949c194d11b1d74d3d4bf,10,The agency always had jobs for me when  I needed it most. I have no complaints good people they are.,Found me a job,pos,1
t80cbc053cb9842edb4372af96d40c238,9,Improve on communication a little bit but other then that every was good,Poor communication,neg,0
t9b36da4f435346e39346a75fa3e56771,10,Positive first time experience working with Adecco.,Good customer service/experience,pos,1
t9d2af8cb1ecc4116a4ad8de348d47dbd,9,"I enjoyed working through Adecco. However, I did not give a 10 because I'm biased towards contracting and tech culture with contractors.",Good customer service/experience,pos,1
t70b34d7fb9914e8899b4128f79ccf30b,10,Everything has been handled very well concerning my work with Adecco.,Good customer service/experience,pos,1
t3e0a7678dcbf4887ba85e9110906ebe8,10,Everything has been very pleasant.,Good customer service/experience,pos,1
tcaa17bde8f4e400ba1083c5dc6653909,10,I have been pleased with your company,Good customer service/experience,pos,1
tdd92517a7211492bb0556a58f23a8a5a,10,No contact,Poor communication,neg,0
ta15b30530d9343599c93fea117d6e584,10,Not complain they have helped me with every issue I have ever had,Helpful/caring staff,pos,1
td43c43650d66452d8acfcc730c000a0e,10,They always meet  my needs and when I was sick they show me compassion,Helpful/caring staff,pos,1
tbf97d69d4bd34d62aa8643c818534368,9,I had only a couple of issues that were all sorted out in a timely manner.,Good responsiveness ,pos,1
tebf9fc31f4a446f99b57c9cb9c7904bb,10,A good agency and they make sure their client is straight,Good customer service/experience,pos,1
t7d1ed3f774a947979b7a0c1fe5cb1b0d,10,Experiences with company,Good customer service/experience,pos,1
t4fe3fa81e1ad42a3bd1117b1b77d1360,10,Good experience,Good customer service/experience,pos,1
t7755df4261774cb78d994dde863e67d4,10,My reasons is because Gabby helped me out alot every time I reached out to her she got right back to me and every question I had she answered in a timely manner I think Adecco is awesome I would highly recommend them to anyone and I have as a matter fact so you guys keep up the great work and I will as well. Thanks Adecco foe everything.,Good responsiveness ,pos,1
t3ade4c43ffce4162b52203d34f6b7428,10,"I have the positive experience with the recruiter I am working with. I can say, she’s someone I can rely on.She has been very helpful along the way. Appreciate & love all the work and opportunities!",Helpful/caring staff,pos,1
t7c5e351116c54decbcc1affe2593d9bf,9,It is pretty easy to reach out and contact Adecco if I have any issues and there was a quick turn around time.,Good communication,pos,1
ta08f431af98e42f989935ee1e20e6cd0,10,"Adecco responds to any questions quickly and the representative is always polite, courteous and very helpful.",Good responsiveness ,pos,1
ta7700ca41cee4002b19afb17ccd94aa3,10,I did experience a great service,Good customer service/experience,pos,1
tf849bc56053944cfb9dd04060fc16777,10,"Overall, I’ve had a great experience with adecco.",Good customer service/experience,pos,1
t4269eb093d774e279c47fb0045152759,9,Best company,Good customer service/experience,pos,1
t7c5c0d0147e847b08e801d7514e624b4,10,This is a very professional group that i work with..,Professional staff,pos,1
t590b7c55230145eeb11c98d96b8f51a0,10,"Addeco helped a lot, but the people weren’t very nice.",Helpful/caring staff,pos,1
t3418a4a5d73d4c5ea796f06091ecda89,10,They do their best,Helpful/caring staff,pos,1
t150965ac484e4dfeb577a889d350afa0,10,"I had a very positive experience.
I was in Etch chambers final test for only 3 weeks due to a job offer from Samsung for a full time position.
I was VERY surprised at how they reacted.
Everyone was happy for me and told me I had a place there again if I needed it.
I can't express how thankful I am to both Adecco and Amat for the opportunities I've been afforded over the past several years.",Good customer service/experience,pos,1
ta21b3f42cfd44d46bed47c5ff5287561,10,"Sue at the Arcade, by office, was outstanding!!",Professional staff,pos,1
t569328ba8dda4229915d3728ed865d89,10,"information given is correct, just never was told the full assignment or duties, until after i went to the sight for work, wasn't given a number to call if there was a problem",Poor communication,neg,0
t395655d2c53f4f41b54a1f3a3f3973f0,10,Love working for adeeco,Good customer service/experience,pos,1
tf0f55040e1d64a1facecda648996129a,10,I have had a very positive experience.,Good customer service/experience,pos,1
t51a5eb8ded134da582b65ed98f33971a,10,I had a really good experience working with Adecco and Honda over the summer and I want others to have the same experience.,Good customer service/experience,pos,1
t6c16c61eb07147288b07f3385cfb7cd2,10,"I have worked with Adecco at three different positions.  They have always been friendly, caring, and professional.",Helpful/caring staff,pos,1
t804b697fdcae45e2a63c1dc9521c9580,10,They are a acceptional group of people who will go out of their way to make your job easier and comfortable.,Helpful/caring staff,pos,1
t4c658ce6cb40447d8510b52218e7298e,10,Had a great experience altho i did not get any feed back on my recent message about not being able to wrk because of no rides. That was a lil disappointing but over all had great Team members!,Good customer service/experience,pos,1
tab8ebae0f50c48d1a83b57a53bb50266,10,Adecco is really good at there jobs and caring about their employees,Helpful/caring staff,pos,1
t354ca945dd1447e294a3334b9a5d6c27,10,Great environment and Great people to work with!,Good customer service/experience,pos,1
t08dd3921f78d4bd1b4e4b1998bb29e58,10,This is my 2nd time using Adecco to find employment and both experiences resulted in permanent placement.,Good customer service/experience,pos,1
t32f1501668ec4e79a3db75e714199d6e,10,I’ll definitely recommended a friend to work here.,Good customer service/experience,pos,1
t03d69c44bab44b57a47bc318c629d2cb,10,I've earned a few certifications within my 5 months,Good match of skills and position,pos,1
t496721e8ac154fcd9f45a4fc23f00859,9,Because Adecco has always being on point from the very day I started my assignment.,Good customer service/experience,pos,1
t8cac073d5b1f423f88c565d0861dc637,9,I like the fact I can find a job without the hassle and people from adecco have been very helpful,Helpful/caring staff,pos,1
tb8c7ab2abb0543efad72cd00da246979,10,All around good experience,Good customer service/experience,pos,1
t3752212950f34596970135194c93f451,10,Olsten Staffing was a great temp service to have worked for,Good customer service/experience,pos,1
t25a0a08b33ae4c49abda73cfba99a3ec,10,It’s a great staffing agency the people are very polite and friendly..,Helpful/caring staff,pos,1
tdb6c0183f1dc42778a19ed92429153ae,10,My experience with Adecco has been very profesional.  Assignments were accurately described and there were no surprises.,Professional staff,pos,1
t163f88dbf4374f2fbb69aca2ae3f3dd6,10,Addeco  was on sight with  a team of other people from different  state making sure everything was going smoorh. If you had any questions they didnt  know thry'll fine out the answer.,Helpful/caring staff,pos,1
t33af83afe82f4bb98969dd40d8afb1e3,10,overall great place to be hired.But the assignment co workers was awful.,Good match of skills and position,pos,1
t7276cb35ce8643d9a6dda9bc05ecc55d,10,"The efficient way that Ms Julie Valledares helped thru the process, she was kind and patient. I feel very blessed with her attitude, since I had not worked since 2012.
She deserves a luncheon.",Helpful/caring staff,pos,1
tbb500a2e681c43b5b2b6844c173d6530,10,Great company,Good customer service/experience,pos,1
t33ca751dce3a4ad4933b126f9b35f00d,9,Pleasant experiences.,Good customer service/experience,pos,1
ta59d35dc45514c8396790c44f4f403f8,10,Because I was treated more than fair.,Professional staff,pos,1
t6907410bd5334a5baf78e1b05db3824c,10,Great service,Good customer service/experience,pos,1
tff185450db0d4deaa27ffdc3d665d056,9,"Allison Bushong is an amazing recruiter and person to have on your side. Unfortunately, the rules and regulations of the parent company were unable to work with my situation at the time. I firmly believe each situation should be looked at on a case by case basis and that did not seem to be the case in my situation.",Helpful/caring staff,pos,1
t49b812728f214b589c4dae2148a8552e,10,Casper Adecco did a great job of making me feel welcome and making sure I was happy throughout the asignment.,Helpful/caring staff,pos,1
tf89a401b8d894998bbcc1598b845b86d,10,Amber and Sarah are easy to work with.,Helpful/caring staff,pos,1
t0057c415f5f640a2b1d5ea9302749fb3,9,I loved it I just got sick n needed time to heal,Good customer service/experience,pos,1
ta06933925698413eabd32c5fae282064,9,"I was treated very well in the last year I have worked with adecco, however communication and problem solving could use some improvement.",Good customer service/experience,pos,1
t3bd952ef59cb4b61aa93704a2595c2f4,10,Letty has been great to work with. Would recommend to any of my peers.,Professional staff,pos,1
t2747204becb74d6abe62197cc23c9637,10,Good people & good help,Helpful/caring staff,pos,1
td7811ccfc05e4705ba621ffc50b963b4,10,They are very professional.,Professional staff,pos,1
t90f2a683e055472e955df3b039c0a6d0,10,I have done this job through Adecco for 7 years.,Good customer service/experience,pos,1
t82950cbaf94547478c362834cbcaf11f,10,Loved working with Adecco the short time I did,Good customer service/experience,pos,1
t7c48489322674e73aec7ac325606bf2e,10,I was treated unfairly by my supervisors & felt discriminated against,Rude staff,neg,0
t46a696b8e0ab4c79add11730e09555f7,10,I love working here at google feel comfortable with the people in work with and environment. I feel like they family very caring good communication feels like I been here for a long time . My managers are awesome and professional I never have a problem since I been here .,Good customer service/experience,pos,1
